ind,degree,normalised.degree,species.strength,interaction.push.pull,nestedrank,PDI,species.specificity.index,resource.range,PSI,node.specialisation.index.NSI,betweenness,weighted.betweenness,closeness,weighted.closeness,Fisher.alpha,partner.diversity,effective.partners,proportional.similarity,proportional.generality,d,net_id,net_n,ind_ID,mean.bray.overlap,mean.jaccard.overlap,eigen.centrality,tm.closeness,tm.w.closeness,tm.betweenness,tm.w.betweenness
311,8,0.2962962962962963,0.168718636282103,-0.10391017046473713,0.717948717948718,0.9652421131694597,0.5771097185249547,0.7307692307692307,0.168718636282103,1,0,0,0.025,0.00917553873841437,NA,1.262402226236183,3.5339005275648536,0.7860241623171328,0.6767897591650593,0,01_01,1,01_01_311,0.557629201487249,0.41221065509767185,0.0768887074972497,0.02747770661745703,0.00884432903956235,0,0
312,7,0.25925925925925924,0.6906568540247332,-0.04419187799646668,0.8461538461538461,0.94943354143479,0.48692438324815973,0.7692307692307693,0.6906568540247332,1,0,0,0.025,0.012540386118486577,NA,1.5419125434760033,4.673520039242182,0.6891270095666131,0.8950423129174363,0,01_01,1,01_01_312,0.565076362052162,0.41076277708925935,0.0931070002399782,0.025936619756611632,0.019084259240954318,0,0
313,9,0.3333333333333333,0.19217612629818398,-0.08975820818909068,0.5384615384615384,0.9421728954935668,0.5284382420289269,0.6923076923076923,0.19217612629818398,1,0,0,0.025,0.020672125668242457,NA,1.3993796769811453,4.052685213019664,0.8655237812943014,0.7761440447734955,0,01_01,1,01_01_313,0.6579573043467744,0.506472589530969,0.17546850800123,0.02353608679745747,0.020262828278258305,0,0
314,18,0.6666666666666666,4.253964010958606,0.18077577838658923,0.02564102564102564,0.9210568707499538,0.45822473940653835,0.34615384615384615,4.253964010958606,1,0,0.9493670886075949,0.025,0.07956382363968938,NA,1.7285987768293722,5.632755628393142,0.8576998126268597,1.07874890519421,0,01_01,1,01_01_314,0.40533433241254435,0.2760253515513853,0.602063902657731,0.037443545128365736,0.08024712240499071,60.00000000000001,74
315,10,0.37037037037037035,0.5014814613755939,-0.04985185386244061,0.38461538461538464,0.9548267445362663,0.5442170127490438,0.6538461538461539,0.5014814613755939,1,0,0,0.025,0.028838389084421136,NA,1.3667083176003065,3.922418067578647,0.8454272575080295,0.7511961241111963,0,01_01,1,01_01_315,0.6281966947405309,0.47611754262907313,0.24661571089244,0.02734232561062155,0.028195003232014314,0,0
316,6,0.2222222222222222,0.058912156578549806,-0.15684797390357502,0.9487179487179487,0.9592332635284676,0.5757270121255949,0.8076923076923077,0.058912156578549806,1,0,0,0.025,0.007052676249905205,NA,1.1530802126735789,3.1679358129196515,0.8148598008258708,0.6067025653813938,0,01_01,1,01_01_316,0.4986568525881576,0.36015330173485494,0.0604486269403614,0.01744841038067455,0.006754457821637999,0,0
317,5,0.18518518518518517,0.04399813960335176,-0.19120037207932966,0.9743589743589743,0.9730522018515213,0.6241571986785746,0.8461538461538461,0.04399813960335176,1,0,0,0.025,0.010857734302626562,NA,1.1242986472901186,3.0780572878795365,0.7280686297968416,0.5894896119206108,0,01_01,1,01_01_317,0.578147940336271,0.42923829148434856,0.0934910868511048,0.01324476771789031,0.010397233475208992,0,0
318,9,0.3333333333333333,1.0234268281670191,0.0026029809074465866,0.48717948717948717,0.9685071367237245,0.5796946557991364,0.6923076923076923,1.0234268281670191,1,0,0,0.025,0.057104585224311506,NA,1.3372381313286341,3.8085103610304536,0.7118114568748387,0.7293812573144451,0,01_01,1,01_01_318,0.47405270555842505,0.3334923005651025,0.494065483634919,0.023288317574550434,0.057103165194000015,0,0
319,11,0.4074074074074074,0.4828773117424841,-0.04701115347795599,0.358974358974359,0.9447301475360158,0.5005176887203675,0.6153846153846154,0.4828773117424841,1,0,0,0.025,0.013497708074193072,NA,1.491644913609723,4.444400163918392,0.8417945324247667,0.8511627571600563,0,01_01,1,01_01_319,0.6374360145026952,0.4876368211403076,0.106764263404339,0.03113781601592703,0.013268300128366132,8,0
320,9,0.3333333333333333,0.39433566548174404,-0.0672960371686951,0.5128205128205128,0.9452544706171728,0.4963175155580842,0.6923076923076923,0.39433566548174404,1,0,0,0.025,0.03680059164268181,NA,1.5305219451273906,4.620587886356439,0.7950748383314261,0.8849050895507347,0,01_01,1,01_01_320,0.5777436487320169,0.42203049663316494,0.276557262414592,0.023237624726447605,0.036182132324450014,0,0
321,11,0.4074074074074074,0.9344114453616789,-0.005962595876211014,0.15384615384615385,0.928646197683086,0.46755200672813807,0.6153846153846154,0.9344114453616789,1,0,0,0.025,0.06778245174363412,NA,1.5605966648973295,4.76166151398759,0.8527821549712761,0.9119225977472145,0,01_01,1,01_01_321,0.44963134927310355,0.31405517523390747,0.534013886628177,0.029013117201884518,0.06751264074900785,2,0
322,12,0.4444444444444444,0.20946202410422643,-0.06587816465798113,0.1282051282051282,0.9493683652312025,0.5145266575746564,0.5769230769230769,0.20946202410422643,1,0,0,0.025,0.010388894308906067,NA,1.5241932169170733,4.591437780296301,0.767839730770902,0.8793224498849624,0,01_01,1,01_01_322,0.5742493478164805,0.425266468444495,0.0762980262504874,0.030183917715234307,0.01024283666892296,0,0
323,11,0.4074074074074074,0.8593617111398972,-0.012785298987282073,0.3333333333333333,0.9448610102500938,0.48762798105304656,0.6153846153846154,0.8593617111398972,1,0,0,0.025,0.015712657109394273,NA,1.6548229441161333,5.2321534566076116,0.6363145499862016,1.0020281697776545,0,01_01,1,01_01_323,0.5216225906451497,0.36403717909388356,0.0994908179193868,0.028256564207025322,0.017068491315799805,0,0
324,8,0.2962962962962963,0.35556425644915163,-0.08055446794385605,0.6923076923076923,0.9532772379739354,0.5396488472430448,0.7307692307692307,0.35556425644915163,1,0,0,0.025,0.010923613898140701,NA,1.3388445995161606,3.8146335287875597,0.7388940678271639,0.7305539267767954,0,01_01,1,01_01_324,0.577592579210712,0.42714562701034875,0.0838725291136804,0.02177028095269215,0.010632736482508306,0,0
